SequenceID	ClusterID
seq_52815	9809
seq_52816	187
seq_52817	3110
seq_52818	1424
seq_52819	8204
seq_5282	3230
seq_52820	11199
seq_52821	1089
seq_52822	4589
seq_52823	3131
seq_52824	12457
seq_52825	9505
seq_52826	12458
seq_52827	856
seq_52828	3443
seq_52829	6332
seq_5283	3231
seq_52830	6933
seq_52831	12459
seq_52832	433
seq_52833	10928
seq_52834	12460
seq_52835	10099
seq_52836	7696
seq_52837	9160
seq_52838	12461
seq_52839	9629
seq_5284	3232
seq_52840	9756
seq_52841	7598
seq_52842	4304
seq_52843	10672
seq_52844	10380
seq_52845	10381
seq_52846	12462
seq_52847	1101
seq_52848	3335
seq_52849	10741
seq_5285	327
seq_52850	10383
seq_52851	12463
seq_52852	10069
seq_52853	10441
seq_52854	10080
seq_52855	10937
seq_52856	10225
seq_52857	9947
seq_52858	3454
seq_52859	4920
seq_5286	1661
seq_52860	3419
seq_52861	9100
seq_52862	12464
seq_52863	6199
seq_52864	11219
seq_52865	6806
seq_52866	2563
seq_52867	48
seq_52868	9101
seq_52869	1233
seq_5287	3233
seq_52870	2865
seq_52871	1670
seq_52872	1859
seq_52873	1678
seq_52874	9195
seq_52875	4625
seq_52876	4870
seq_52877	2865
seq_52878	5804
seq_52879	6203
seq_5288	3234
seq_52880	6930
seq_52881	12465
seq_52882	709
seq_52883	12466
seq_52884	1743
seq_52885	8223
seq_52886	12467
seq_52887	10004
seq_52888	6664
seq_52889	10476
seq_5289	3235
seq_52890	1235
seq_52891	7148
seq_52892	2622
seq_52893	9830
seq_52894	1784
seq_52895	3084
seq_52896	12468
seq_52897	6827
seq_52898	147
seq_52899	6757
seq_529	413
seq_5290	398
seq_52900	9047
seq_52901	12469
seq_52902	10229
seq_52903	2468
seq_52904	12470
seq_52905	234
seq_52906	5559
seq_52907	10593
seq_52908	48
seq_52909	3673
seq_5291	199
seq_52910	4651
seq_52911	448
seq_52912	3963
seq_52913	3963
seq_52914	12471
seq_52915	2635
seq_52916	3682
seq_52917	7363
seq_52918	12472
seq_52919	4460
seq_5292	331
seq_52920	9826
seq_52921	2872
seq_52922	9517
seq_52923	12473
seq_52924	8287
seq_52925	10019
seq_52926	4457
seq_52927	4
seq_52928	12474
seq_52929	10392
seq_5293	1817
seq_52930	8427
seq_52931	9194
seq_52932	1876
seq_52933	9904
seq_52934	2055
seq_52935	7114
seq_52936	2472
seq_52937	11839
seq_52938	9836
seq_52939	3780
seq_5294	3236
seq_52940	10468
seq_52941	277
seq_52942	2058
seq_52943	12475
seq_52944	10865
seq_52945	6893
seq_52946	4688
seq_52947	1131
seq_52948	6671
seq_52949	1946
seq_5295	333
seq_52950	5692
seq_52951	9384
seq_52952	3862
seq_52953	8235
seq_52954	1133
seq_52955	8068
seq_52956	2892
seq_52957	9348
seq_52958	10532
seq_52959	836
seq_5296	3237
seq_52960	4901
seq_52961	5737
seq_52962	9173
seq_52963	10533
seq_52964	2
seq_52965	2592
seq_52966	12476
seq_52967	1014
seq_52968	386
seq_52969	7853
seq_5297	1360
seq_52970	3985
seq_52971	3985
seq_52972	4887
seq_52973	12477
seq_52974	5773
seq_52975	12478
seq_52976	4263
seq_52977	3829
seq_52978	9627
seq_52979	4888
seq_5298	3238
seq_52980	12479
seq_52981	4477
seq_52982	8224
seq_52983	11924
seq_52984	1140
seq_52985	9629
seq_52986	12480
seq_52987	2044
seq_52988	456
seq_52989	12481
seq_5299	3239
seq_52990	0
seq_52991	0
seq_52992	0
seq_52993	0
seq_52994	6911
seq_52995	10949
seq_52996	149
seq_52997	10956
seq_52998	6627
seq_52999	5836
seq_53	31
seq_530	139
seq_5300	1099
seq_53000	2701
seq_53001	9645
seq_53002	56
seq_53003	12482
seq_53004	5432
seq_53005	12483
seq_53006	10248
seq_53007	2705
seq_53008	4729
seq_53009	12484
seq_5301	3240
seq_53010	9522
seq_53011	9260
seq_53012	4893
seq_53013	6911
seq_53014	1249
seq_53015	9661
seq_53016	9696
seq_53017	12485
seq_53018	9357
seq_53019	8819
seq_5302	3241
seq_53020	7526
seq_53021	12486
seq_53022	3998
seq_53023	2153
seq_53024	1054
seq_53025	12487
seq_53026	12487
seq_53027	12488
seq_53028	12489
seq_53029	12490
seq_5303	3242
seq_53030	5836
seq_53031	11725
seq_53032	4003
seq_53033	12491
seq_53034	10275
seq_53035	10277
seq_53036	1163
seq_53037	12492
seq_53038	9272
seq_53039	2911
seq_5304	2143
seq_53040	1058
seq_53041	8595
seq_53042	11481
seq_53043	9644
seq_53044	2823
seq_53045	8115
seq_53046	12493
seq_53047	1170
seq_53048	10301
seq_53049	11510
seq_5305	3024
seq_53050	1171
seq_53051	4482
seq_53052	7107
seq_53053	5992
seq_53054	8952
seq_53055	10766
seq_53056	12494
seq_53057	6728
seq_53058	12495
seq_53059	4784
seq_5306	2550
seq_53060	12496
seq_53061	12497
seq_53062	9111
seq_53063	11158
seq_53064	2741
seq_53065	12498
seq_53066	7571
seq_53067	12499
seq_53068	9448
seq_53069	2818
seq_5307	3243
seq_53070	4218
seq_53071	4488
seq_53072	4776
seq_53073	2900
seq_53074	6858
seq_53075	12500
seq_53076	7755
seq_53077	12501
seq_53078	12502
seq_53079	9766
seq_5308	2147
seq_53080	11062
seq_53081	470
seq_53082	4784
seq_53083	2493
seq_53084	4819
seq_53085	12503
seq_53086	10356
seq_53087	11473
seq_53088	10538
seq_53089	6876
seq_5309	926
seq_53090	11284
seq_53091	983
seq_53092	11164
seq_53093	27
seq_53094	12504
seq_53095	4502
seq_53096	9018
seq_53097	11081
seq_53098	1206
seq_53099	2340
seq_531	48
seq_5310	3244
seq_53100	13
seq_53101	7080
seq_53102	12505
seq_53103	12506
seq_53104	9874
seq_53105	4915
seq_53106	1264
seq_53107	2095
seq_53108	11430
seq_53109	4509
seq_5311	3245
seq_53110	9052
seq_53111	7765
seq_53112	12507
seq_53113	1195
seq_53114	4035
seq_53115	121
seq_53116	11294
seq_53117	12508
seq_53118	12509
seq_53119	5466
seq_5312	1530
seq_53120	6150
seq_53121	11105
seq_53122	12510
seq_53123	3524
seq_53124	7772
seq_53125	9305
seq_53126	9916
seq_53127	12511
seq_53128	5611
seq_53129	5477
seq_5313	911
seq_53130	12512
seq_53131	12513
seq_53132	1282
seq_53133	12514
seq_53134	9
seq_53135	2811
seq_53136	11496
seq_53137	4920
seq_53138	2913
seq_53139	9
seq_5314	2157
seq_53140	12515
seq_53141	12516
seq_53142	6517
seq_53143	9756
seq_53144	12517
seq_53145	1210
seq_53146	12518
seq_53147	9759
seq_53148	6674
seq_53149	4466
seq_5315	3246
seq_53150	2503
seq_53151	4570
seq_53152	9762
seq_53153	9762
seq_53154	11146
seq_53155	1271
seq_53156	4833
seq_53157	2824
seq_53158	885
seq_53159	10402
seq_5316	3247
seq_53160	4835
seq_53161	6930
seq_53162	4929
seq_53163	10520
seq_53164	11923
seq_53165	9117
seq_53166	9776
seq_53167	6739
seq_53168	12519
seq_53169	2916
seq_5317	3248
seq_53170	6269
seq_53171	7784
seq_53172	9779
seq_53173	10545
seq_53174	4646
seq_53175	1224
seq_53176	9322
seq_53177	12520
seq_53178	12521
seq_53179	9004
seq_5318	1340
seq_53180	10422
seq_53181	3539
seq_53182	8974
seq_53183	11176
seq_53184	10426
seq_53185	12522
seq_53186	6550
seq_53187	12523
seq_53188	709
seq_53189	12524
seq_5319	463
seq_53190	12525
seq_53191	48
seq_53192	12526
seq_53193	168
seq_53194	430
seq_53195	12527
seq_53196	1478
seq_53197	7021
seq_53198	9897
seq_53199	12528
seq_532	414
seq_5320	3249
seq_53200	9332
seq_53201	483
seq_53202	1732
seq_53203	11890
seq_53204	73
seq_53205	4941
seq_53206	6343
seq_53207	10785
seq_53208	415
seq_53209	4190
seq_5321	2974
seq_53210	6345
seq_53211	10547
seq_53212	9104
seq_53213	12529
seq_53214	4645
seq_53215	11227
seq_53216	4535
seq_53217	10374
seq_53218	6268
seq_53219	12530
seq_5322	1361
seq_53220	7685
seq_53221	1235
seq_53222	9028
seq_53223	10531
seq_53224	12531
seq_53225	9902
seq_53226	10982
seq_53227	484
seq_53228	4667
seq_53229	12532
seq_5323	2195
seq_53230	9105
seq_53231	6932
seq_53232	12533
seq_53233	1114
seq_53234	6624
seq_53235	10470
seq_53236	486
seq_53237	12534
seq_53238	9861
seq_53239	1740
seq_5324	77
seq_53240	9780
seq_53241	12201
seq_53242	12535
seq_53243	2930
seq_53244	12202
seq_53245	7820
seq_53246	2673
seq_53247	10533
seq_53248	2131
seq_53249	1239
seq_5325	3250
seq_53250	2932
seq_53251	6821
seq_53252	12536
seq_53253	716
seq_53254	11356
seq_53255	2888
seq_53256	1147
seq_53257	6760
seq_53258	11396
seq_53259	1416
seq_5326	3251
seq_53260	9912
seq_53261	9125
seq_53262	235
seq_53263	12537
seq_53264	4
seq_53265	10257
seq_53266	1156
seq_53267	11264
seq_53268	4950
seq_53269	1746
seq_5327	3252
seq_53270	7892
seq_53271	10495
seq_53272	5405
seq_53273	1168
seq_53274	6547
seq_53275	10501
seq_53276	7893
seq_53277	9076
seq_53278	5501
seq_53279	1180
seq_5328	3253
seq_53280	4070
seq_53281	2
seq_53282	2
seq_53283	2766
seq_53284	6753
seq_53285	10259
seq_53286	900
seq_53287	12538
seq_53288	4294
seq_53289	10556
seq_5329	1375
seq_53290	901
seq_53291	10308
seq_53292	9918
seq_53293	1264
seq_53294	4509
seq_53295	11337
seq_53296	11338
seq_53297	6630
seq_53298	12539
seq_53299	9187
seq_533	415
seq_5330	349
seq_53300	2809
seq_53301	7777
seq_53302	7821
seq_53303	9658
seq_53304	12540
seq_53305	60
seq_53306	9390
seq_53307	6531
seq_53308	12541
seq_53309	718
seq_5331	3254
seq_53310	5909
seq_53311	7088
seq_53312	12542
seq_53313	9923
seq_53314	4855
seq_53315	12543
seq_53316	1225
seq_53317	12544
seq_53318	12545
seq_53319	234
seq_5332	2476
seq_53320	12546
seq_53321	6544
seq_53322	12547
seq_53323	4942
seq_53324	168
seq_53325	2925
seq_53326	0
seq_53327	1276
seq_53328	12548
seq_53329	6933
seq_5333	3052
seq_53330	9384
seq_53331	2540
seq_53332	6683
seq_53333	2149
seq_53334	12549
seq_53335	3581
seq_53336	8294
seq_53337	8294
seq_53338	9122
seq_53339	4903
seq_5334	3255
seq_53340	1264
seq_53341	11357
seq_53342	5522
seq_53343	12550
seq_53344	9932
seq_53345	1280
seq_53346	12551
seq_53347	4955
seq_53348	12552
seq_53349	4956
seq_5335	3256
seq_53350	12553
seq_53351	1765
seq_53352	497
seq_53353	1276
seq_53354	8646
seq_53355	9208
seq_53356	9030
seq_53357	12554
seq_53358	9126
seq_53359	506
seq_5336	68
seq_53360	2924
seq_53361	8314
seq_53362	170
seq_53363	11540
seq_53364	11738
seq_53365	11574
seq_53366	10812
seq_53367	11918
seq_53368	9993
seq_53369	11398
seq_5337	3257
seq_53370	12097
seq_53371	11710
seq_53372	9731
seq_53373	14
seq_53374	7240
seq_53375	341
seq_53376	10429
seq_53377	11445
seq_53378	10187
seq_53379	3320
seq_5338	1363
seq_53380	11219
seq_53381	10249
seq_53382	11864
seq_53383	9760
seq_53384	11504
seq_53385	11555
seq_53386	10633
seq_53387	11461
seq_53388	11920
seq_53389	9655
seq_5339	3075
seq_53390	10471
seq_53391	11432
seq_53392	11917
seq_53393	9254
seq_53394	9890
seq_53395	9853
seq_53396	10828
seq_53397	12555
seq_53398	9582
seq_53399	10720
seq_534	4
seq_5340	3258
seq_53400	9522
seq_53401	9847
seq_53402	9785
seq_53403	12556
seq_53404	10563
seq_53405	722
seq_53406	11515
seq_53407	2983
seq_53408	4100
seq_53409	9131
seq_5341	3259
seq_53410	14
seq_53411	6947
seq_53412	10036
seq_53413	6664
seq_53414	517
seq_53415	12557
seq_53416	1812
seq_53417	11450
seq_53418	9421
seq_53419	9424
seq_5342	116
seq_53420	9424
seq_53421	1318
seq_53422	1318
seq_53423	4985
seq_53424	3044
seq_53425	4100
seq_53426	1773
seq_53427	9789
seq_53428	10579
seq_53429	9949
seq_5343	2585
seq_53430	12558
seq_53431	10422
seq_53432	2696
seq_53433	9942
seq_53434	12559
seq_53435	10268
seq_53436	64
seq_53437	11398
seq_53438	7267
seq_53439	9445
seq_5344	921
seq_53440	9408
seq_53441	9423
seq_53442	3323
seq_53443	11399
seq_53444	12560
seq_53445	4113
seq_53446	12561
seq_53447	9418
seq_53448	3006
seq_53449	3004
seq_5345	562
seq_53450	6712
seq_53451	526
seq_53452	1488
seq_53453	1324
seq_53454	12562
seq_53455	11005
seq_53456	1498
seq_53457	9446
seq_53458	1512
seq_53459	11528
seq_5346	922
seq_53460	544
seq_53461	2584
seq_53462	5941
seq_53463	2976
seq_53464	10142
seq_53465	1777
seq_53466	1367
seq_53467	5041
seq_53468	10045
seq_53469	12563
seq_5347	3155
seq_53470	3671
seq_53471	9141
seq_53472	11502
seq_53473	10425
seq_53474	9964
seq_53475	9141
seq_53476	4113
seq_53477	10600
seq_53478	7093
seq_53479	7093
seq_5348	3260
seq_53480	10343
seq_53481	5060
seq_53482	12453
seq_53483	11534
seq_53484	12564
seq_53485	5066
seq_53486	12565
seq_53487	519
seq_53488	9439
seq_53489	5075
seq_5349	3261
seq_53490	1642
seq_53491	3064
seq_53492	10277
seq_53493	10723
seq_53494	2987
seq_53495	4992
seq_53496	9948
seq_53497	10744
seq_53498	10100
seq_53499	266
seq_535	416
seq_5350	3262
seq_53500	7876
seq_53501	1328
seq_53502	12566
seq_53503	12567
seq_53504	6776
seq_53505	6708
seq_53506	10697
seq_53507	3512
seq_53508	1718
seq_53509	3092
seq_5351	3176
seq_53510	717
seq_53511	9151
seq_53512	8018
seq_53513	3562
seq_53514	5515
seq_53515	6961
seq_53516	28
seq_53517	5108
seq_53518	64
seq_53519	3
seq_5352	3263
seq_53520	11403
seq_53521	558
seq_53522	12568
seq_53523	6781
seq_53524	9953
seq_53525	5006
seq_53526	5006
seq_53527	9443
seq_53528	7403
seq_53529	750
seq_5353	3264
seq_53530	12569
seq_53531	8026
seq_53532	4130
seq_53533	3139
seq_53534	12570
seq_53535	48
seq_53536	12571
seq_53537	759
seq_53538	1439
seq_53539	10156
seq_5354	581
seq_53540	1794
seq_53541	9995
seq_53542	3631
seq_53543	3704
seq_53544	12572
seq_53545	12573
seq_53546	10146
seq_53547	10146
seq_53548	12574
seq_53549	10390
seq_5355	3265
seq_53550	12575
seq_53551	5138
seq_53552	1452
seq_53553	1453
seq_53554	9670
seq_53555	10004
seq_53556	4465
seq_53557	1882
seq_53558	962
seq_53559	12576
seq_5356	2191
seq_53560	1459
seq_53561	5161
seq_53562	746
seq_53563	746
seq_53564	9672
seq_53565	9672
seq_53566	1470
seq_53567	5176
seq_53568	9270
seq_53569	6840
seq_5357	3266
seq_53570	924
seq_53571	12577
seq_53572	7065
seq_53573	9005
seq_53574	12578
seq_53575	12579
seq_53576	10652
seq_53577	1987
seq_53578	12580
seq_53579	5299
seq_5358	3267
seq_53580	431
seq_53581	9242
seq_53582	2010
seq_53583	7291
seq_53584	10586
seq_53585	3214
seq_53586	194
seq_53587	12581
seq_53588	2576
seq_53589	194
seq_5359	2193
seq_53590	12582
seq_53591	6659
seq_53592	2013
seq_53593	3885
seq_53594	9331
seq_53595	10133
seq_53596	9065
seq_53597	3217
seq_53598	10233
seq_53599	5198
seq_536	417
seq_5360	3268
seq_53600	10031
seq_53601	10958
seq_53602	9567
seq_53603	12583
seq_53604	12584
seq_53605	9272
seq_53606	2090
seq_53607	1572
seq_53608	9464
seq_53609	10026
seq_5361	446
seq_53610	10291
seq_53611	1517
seq_53612	4067
seq_53613	12585
seq_53614	10662
seq_53615	9070
seq_53616	12586
seq_53617	141
seq_53618	5941
seq_53619	10273
seq_5362	1824
seq_53620	12587
seq_53621	11962
seq_53622	4198
seq_53623	4132
seq_53624	9274
seq_53625	11734
seq_53626	12588
seq_53627	10676
seq_53628	12589
seq_53629	3288
seq_5363	3247
seq_53630	5247
seq_53631	5248
seq_53632	9855
seq_53633	9479
seq_53634	9696
seq_53635	12590
seq_53636	9475
seq_53637	12591
seq_53638	9223
seq_53639	12592
seq_5364	3269
seq_53640	7976
seq_53641	211
seq_53642	3671
seq_53643	3332
seq_53644	5047
seq_53645	4447
seq_53646	3307
seq_53647	1555
seq_53648	12593
seq_53649	7363
seq_5365	3270
seq_53650	3312
seq_53651	1554
seq_53652	618
seq_53653	9332
seq_53654	12194
seq_53655	624
seq_53656	7323
seq_53657	10690
seq_53658	4238
seq_53659	6687
seq_5366	3271
seq_53660	535
seq_53661	1569
seq_53662	195
seq_53663	10302
seq_53664	7223
seq_53665	12594
seq_53666	10337
seq_53667	7162
seq_53668	6794
seq_53669	12595
seq_5367	3250
seq_53670	383
seq_53671	1577
seq_53672	1549
seq_53673	11409
seq_53674	2205
seq_53675	12596
seq_53676	2352
seq_53677	10069
seq_53678	1370
seq_53679	9035
seq_5368	3272
seq_53680	4366
seq_53681	12597
seq_53682	10405
seq_53683	5066
seq_53684	6113
seq_53685	11
seq_53686	7879
seq_53687	12598
seq_53688	3683
seq_53689	2487
seq_5369	1826
seq_53690	12599
seq_53691	5323
seq_53692	3373
seq_53693	2209
seq_53694	10073
seq_53695	12600
seq_53696	3372
seq_53697	9745
seq_53698	7103
seq_53699	343
seq_537	161
seq_5370	3135
seq_53700	647
seq_53701	2213
seq_53702	5332
seq_53703	9089
seq_53704	8380
seq_53705	10706
seq_53706	12601
seq_53707	11215
seq_53708	11380
seq_53709	7711
seq_5371	3273
seq_53710	9092
seq_53711	11592
seq_53712	128
seq_53713	4478
seq_53714	9973
seq_53715	12602
seq_53716	18
seq_53717	1636
seq_53718	3420
seq_53719	7343
seq_5372	3274
seq_53720	12603
seq_53721	2526
seq_53722	6961
seq_53723	5211
seq_53724	6292
seq_53725	4568
seq_53726	7162
seq_53727	12604
seq_53728	5600
seq_53729	2461
seq_5373	3275
seq_53730	10608
seq_53731	9364
seq_53732	12605
seq_53733	9810
seq_53734	10733
seq_53735	12606
seq_53736	12607
seq_53737	10166
seq_53738	11965
seq_53739	3448
seq_5374	3276
seq_53740	548
seq_53741	12608
seq_53742	3071
seq_53743	10738
seq_53744	12609
seq_53745	5393
seq_53746	12610
seq_53747	1111
seq_53748	7014
seq_53749	10614
seq_5375	3277
seq_53750	1114
seq_53751	12611
seq_53752	271
seq_53753	3475
seq_53754	12612
seq_53755	12613
seq_53756	3475
seq_53757	6902
seq_53758	6774
seq_53759	12614
seq_5376	3278
seq_53760	9107
seq_53761	12285
seq_53762	1683
seq_53763	1139
seq_53764	12615
seq_53765	7241
seq_53766	685
seq_53767	10844
seq_53768	5432
seq_53769	4721
seq_5377	3279
seq_53770	4629
seq_53771	4741
seq_53772	10115
seq_53773	12616
seq_53774	5439
seq_53775	462
seq_53776	2733
seq_53777	12617
seq_53778	5452
seq_53779	2613
seq_5378	930
seq_53780	12291
seq_53781	10496
seq_53782	1176
seq_53783	10768
seq_53784	1707
seq_53785	7044
seq_53786	4777
seq_53787	7372
seq_53788	3292
seq_53789	2556
seq_5379	2203
seq_53790	4803
seq_53791	4185
seq_53792	6997
seq_53793	3518
seq_53794	12618
seq_53795	8728
seq_53796	7262
seq_53797	10773
seq_53798	10125
seq_53799	3740
seq_538	168
seq_5380	3280
seq_53800	6926
seq_53801	10126
seq_53802	3742
seq_53803	9817
seq_53804	9313
seq_53805	12619
seq_53806	10451
seq_53807	12620
seq_53808	12621
seq_53809	2840
seq_5381	3281
seq_53810	5488
seq_53811	708
seq_53812	3539
seq_53813	3541
seq_53814	5505
seq_53815	10783
seq_53816	12622
seq_53817	12623
seq_53818	9206
seq_53819	12624
seq_5382	2205
seq_53820	6933
seq_53821	1741
seq_53822	5500
seq_53823	1743
seq_53824	1744
seq_53825	9387
seq_53826	9533
seq_53827	8398
seq_53828	440
seq_53829	246
seq_5383	3282
seq_53830	12625
seq_53831	12626
seq_53832	167
seq_53833	5507
seq_53834	3567
seq_53835	10453
seq_53836	1274
seq_53837	11071
seq_53838	9207
seq_53839	9207
seq_5384	3283
seq_53840	720
seq_53841	12627
seq_53842	785
seq_53843	9126
seq_53844	12628
seq_53845	1421
seq_53846	1770
seq_53847	1312
seq_53848	250
seq_53849	12629
seq_5385	3284
seq_53850	3716
seq_53851	1327
seq_53852	3596
seq_53853	9210
seq_53854	9210
seq_53855	12630
seq_53856	12631
seq_53857	9554
seq_53858	3943
seq_53859	1373
seq_5386	3273
seq_53860	12632
seq_53861	3043
seq_53862	342
seq_53863	9441
seq_53864	11043
seq_53865	9036
seq_53866	12633
seq_53867	9144
seq_53868	9442
seq_53869	735
seq_5387	2212
seq_53870	10807
seq_53871	12634
seq_53872	12635
seq_53873	7709
seq_53874	12636
seq_53875	3125
seq_53876	1430
seq_53877	5543
seq_53878	1435
seq_53879	3631
seq_5388	648
seq_53880	5242
seq_53881	3631
seq_53882	10006
seq_53883	12637
seq_53884	12638
seq_53885	271
seq_53886	1470
seq_53887	748
seq_53888	7178
seq_53889	3166
seq_5389	3285
seq_53890	1490
seq_53891	10006
seq_53892	9077
seq_53893	9562
seq_53894	2076
seq_53895	53
seq_53896	12639
seq_53897	10664
seq_53898	202
seq_53899	9822
seq_539	418
seq_5390	3031
seq_53900	9849
seq_53901	2635
seq_53902	925
seq_53903	12640
seq_53904	12640
seq_53905	9449
seq_53906	12641
seq_53907	2273
seq_53908	9041
seq_53909	9572
seq_5391	3286
seq_53910	9572
seq_53911	8035
seq_53912	7419
seq_53913	959
seq_53914	5281
seq_53915	3147
seq_53916	9223
seq_53917	12642
seq_53918	4368
seq_53919	12642
seq_5392	1827
seq_53920	800
seq_53921	10150
seq_53922	214
seq_53923	215
seq_53924	3382
seq_53925	7425
seq_53926	12643
seq_53927	3694
seq_53928	18
seq_53929	12644
seq_5393	659
seq_53930	1646
seq_53931	1647
seq_53932	9208
seq_53933	8857
seq_53934	9579
seq_53935	3654
seq_53936	1444
seq_53937	10165
seq_53938	9581
seq_53939	288
seq_5394	3287
seq_53940	2224
seq_53941	5598
seq_53942	266
seq_53943	3717
seq_53944	2607
seq_53945	5595
seq_53946	1684
seq_53947	381
seq_53948	1356
seq_53949	689
seq_5395	3288
seq_53950	12645
seq_53951	3167
seq_53952	33
seq_53953	1979
seq_53954	12646
seq_53955	5140
seq_53956	1864
seq_53957	3517
seq_53958	6964
seq_53959	5481
seq_5396	3289
seq_53960	1871
seq_53961	6351
seq_53962	11619
seq_53963	7265
seq_53964	10847
seq_53965	3173
seq_53966	3589
seq_53967	3589
seq_53968	10851
seq_53969	732
seq_5397	10
seq_53970	3753
seq_53971	7049
seq_53972	1876
seq_53973	2560
seq_53974	7183
seq_53975	5150
seq_53976	10172
seq_53977	5011
seq_53978	12647
seq_53979	5634
seq_5398	927
seq_53980	12322
seq_53981	9217
seq_53982	1886
seq_53983	5637
seq_53984	11485
seq_53985	12034
seq_53986	11661
seq_53987	12648
seq_53988	3717
seq_53989	6835
seq_5399	2224
seq_53990	5644
seq_53991	3785
seq_53992	11454
seq_53993	1461
seq_53994	12649
seq_53995	9836
seq_53996	720
seq_53997	3776
seq_53998	10177
seq_53999	10861
seq_54	32
seq_540	419
seq_5400	3290
seq_54000	9590
seq_54001	12650
seq_54002	10862
seq_54003	7873
seq_54004	3786
seq_54005	7455
seq_54006	9286
seq_54007	7054
seq_54008	1920
seq_54009	10182
seq_5401	94
seq_54010	9594
seq_54011	12651
seq_54012	9287
seq_54013	10876
seq_54014	10876
seq_54015	12652
seq_54016	807
seq_54017	11248
seq_54018	11668
seq_54019	12653
seq_5402	356
seq_54020	11440
seq_54021	3809
seq_54022	812
seq_54023	9617
seq_54024	2146
seq_54025	11678
seq_54026	12654
seq_54027	10852
seq_54028	10867
seq_54029	12655
seq_5403	791
seq_54030	5687
seq_54031	3180
seq_54032	1468
seq_54033	42
seq_54034	3823
seq_54035	3196
seq_54036	9235
seq_54037	9235
seq_54038	815
seq_54039	592
seq_5404	1370
seq_54040	9060
seq_54041	4245
seq_54042	12656
seq_54043	11362
seq_54044	3835
seq_54045	12657
seq_54046	9038
seq_54047	3200
seq_54048	5659
seq_54049	12658
seq_5405	3291
seq_54050	1954
seq_54051	12659
seq_54052	9641
seq_54053	2079
seq_54054	5831
seq_54055	3853
seq_54056	5692
seq_54057	1572
seq_54058	827
seq_54059	3863
seq_5406	696
seq_54060	5722
seq_54061	10227
seq_54062	7449
seq_54063	9711
seq_54064	5937
seq_54065	12660
seq_54066	283
seq_54067	556
seq_54068	12661
seq_54069	7097
seq_5407	3292
seq_54070	10937
seq_54071	10
seq_54072	12662
seq_54073	12663
seq_54074	10229
seq_54075	3891
seq_54076	4703
seq_54077	10911
seq_54078	4674
seq_54079	3780
seq_5408	3293
seq_54080	9350
seq_54081	6870
seq_54082	12664
seq_54083	12665
seq_54084	3210
seq_54085	1938
seq_54086	9241
seq_54087	1989
seq_54088	9660
seq_54089	2
seq_5409	3294
seq_54090	384
seq_54091	844
seq_54092	12666
seq_54093	5755
seq_54094	4341
seq_54095	12667
seq_54096	1999
seq_54097	10352
seq_54098	5757
seq_54099	9239
seq_541	420
seq_5410	3295
seq_54100	12668
seq_54101	12669
seq_54102	12670
seq_54103	5757
seq_54104	6175
seq_54105	12111
seq_54106	9243
seq_54107	12671
seq_54108	895
seq_54109	8456
seq_5411	3296
seq_54110	3201
seq_54111	9626
seq_54112	11674
seq_54113	2009
seq_54114	11177
seq_54115	12672
seq_54116	12673
seq_54117	10014
seq_54118	2018
seq_54119	7347
seq_5412	3033
seq_54120	12674
seq_54121	11360
seq_54122	12452
seq_54123	6672
seq_54124	9022
seq_54125	11690
seq_54126	10224
seq_54127	2133
seq_54128	12633
seq_54129	306
seq_5413	2553
seq_54130	51
seq_54131	10939
seq_54132	2616
seq_54133	3998
seq_54134	7177
seq_54135	10228
seq_54136	9352
seq_54137	443
seq_54138	1951
seq_54139	9632
seq_5414	35
seq_54140	10355
seq_54141	3962
seq_54142	3966
seq_54143	1147
seq_54144	9246
seq_54145	2693
seq_54146	10232
seq_54147	2055
seq_54148	11071
seq_54149	7718
seq_5415	3297
seq_54150	12675
seq_54151	34
seq_54152	1431
seq_54153	10480
seq_54154	12676
seq_54155	10949
seq_54156	10483
seq_54157	457
seq_54158	12677
seq_54159	10988
seq_5416	3143
seq_54160	12678
seq_54161	9250
seq_54162	12679
seq_54163	2066
seq_54164	12680
seq_54165	12681
seq_54166	11764
seq_54167	12682
seq_54168	10484
seq_54169	12683
seq_5417	3298
seq_54170	822
seq_54171	1516
seq_54172	6854
seq_54173	12360
seq_54174	2079
seq_54175	9461
seq_54176	2718
seq_54177	5673
seq_54178	12684
seq_54179	12685
seq_5418	1759
seq_54180	11708
seq_54181	7075
seq_54182	9645
seq_54183	56
seq_54184	11914
seq_54185	376
seq_54186	12686
seq_54187	2319
seq_54188	9643
seq_54189	11473
seq_5419	3299
seq_54190	9650
seq_54191	12687
seq_54192	9254
seq_54193	12688
seq_54194	1887
seq_54195	2705
seq_54196	2706
seq_54197	703
seq_54198	3863
seq_54199	12689
seq_542	421
seq_5420	615
seq_54200	9491
seq_54201	9881
seq_54202	4287
seq_54203	9885
seq_54204	10251
seq_54205	11507
seq_54206	1187
seq_54207	10519
seq_54208	12690
seq_54209	8472
seq_5421	3300
seq_54210	9378
seq_54211	6424
seq_54212	12691
seq_54213	10335
seq_54214	893
seq_54215	4054
seq_54216	7520
seq_54217	489
seq_54218	12692
seq_54219	4
seq_5422	615
seq_54220	382
seq_54221	9237
seq_54222	10259
seq_54223	471
seq_54224	12693
seq_54225	9391
seq_54226	12694
seq_54227	1263
seq_54228	2040
seq_54229	57
seq_5423	3301
seq_54230	9029
seq_54231	12695
seq_54232	9029
seq_54233	11385
